EntrezID	gene_size
150275	3985
150290	2920
150291	2274
1503	3201
150356	2533
150365	4020
150368	2335
150372	5602
150383	1875
150384	1518
150465	14269
150468	4533
150472	3305
150590	1667
1506	2360
150678	759
150684	911
150709	4410
150726	7336
150737	4017
150763	4407
150771	4295
150776	3785
1508	3875
150864	5763
1509	2123
150946	5138
150962	6366
150967	3148
1510	2228
151011	3091
151050	4754
151056	5115
1511	1364
151174	1888
151188	2805
151194	4805
151195	3767
1512	2190
151246	4214
151258	3737
151295	2221
1513	1692
151306	2003
151313	1388
151393	2280
1514	2177
151473	4398
151507	2032
151516	2177
151525	1920
151556	7321
151613	7052
151636	5868
151648	2587
151651	2823
151742	10934
151790	2594
151827	3787
151888	3213
151903	2412
151963	3368
151987	4984
1520	4107
152002	2727
152006	5254
152007	2702
152098	3535
1521	1341
152100	6033
152110	4250
152137	8429
152185	5417
152189	1174
152195	2208
1522	1495
152206	2943
152225	2051
1523	13762
1524	3255
152485	7463
1525	6254
152518	3865
152519	5300
152559	9811
152579	3176
152687	2911
152756	2175
152789	2975
1528	5913
152815	3549
152877	2802
152926	6484
152940	1215
152992	4157
153	2853
153020	6323
153129	3509
153222	7778
153241	4900
153339	4630
153364	4280
153396	7608
1534	3200
153443	2855
1535	1415
153527	1647
153579	3500
1536	4324
153642	3354
153643	1560
153684	2423
1537	1832
153733	2566
153768	2140
153830	3624
154	3443
1540	8713
154007	4173
154043	21063
154075	3690
154141	1794
154214	11325
154467	619
1545	5250
154664	17184
154743	3981
154761	2517
154790	2190
154796	7319
154807	5899
154810	8970
154865	3428
154881	4873
155038	4184
155054	3220
155061	5051
155066	2727
155185	5516
155400	4792
155435	10149
156	4493
157	9103
157285	4903
1573	2549
157313	3731
157378	9029
157506	3949
157567	3270
157570	3922
157638	5404
157657	3334
157680	14100
157695	3421
157697	3630
157769	5511
157777	5096
157922	7696
157983	2918
158	4359
158038	3044
158056	4112
158135	3250
158160	1401
158219	10483
158234	2281
158248	5139
158293	2771
158358	6988
158399	3655
158405	11775
158427	4320
158431	4213
158471	12584
158572	2175
158584	1983
158586	5894
158747	4163
158801	2384
158830	863
158866	6012
158880	4407
158960	598
159	2780
159013	4895
159090	4326
159091	2483
159195	6247
1593	2566
159371	3490
1595	3210
159686	3313
16	3477
160	3388
1601	4537
160140	2711
1602	5233
1603	731
160335	6211
160364	1681
160365	1069
1604	2796
160418	7203
1605	5829
160518	9470
1606	5436
160622	1933
160760	4996
1608	6054
160851	17261
160857	3467
160897	8822
1609	4636
161	4656
1611	2339
161145	4068
161159	599
161176	13488
1612	5899
161247	1194
161253	1923
161291	4471
1613	2257
161394	2564
161424	6033
161436	9570
1615	2361
161502	1631
161742	7780
161779	6612
161823	3767
161835	2805
161882	5380
162	4176
162073	7247
1622	842
162239	3250
162394	10591
162417	2182
162427	4149
162466	2173
162655	7112
162681	5693
1627	3072
1628	5756
1629	10799
162962	3209
162963	2723
162966	3829
162967	6448
162968	3468
162972	4305
162979	1744
162989	1894
162993	2016
163	5702
163033	2899
163049	6412
163050	2935
163051	4910
163059	2322
163081	3734
163087	6760
163115	3147
163126	1629
163131	8665
1632	1541
163255	3147
163259	6163
1633	2716
163351	2987
163486	8375
1635	1972
163590	7905
1636	5120
163702	4549
163732	1316
163747	1777
163786	3972
1638	5064
163859	3975
163882	5126
1639	5414
164	6969
164045	4931
164091	3297
164118	2005
1642	4506
1643	3101
1645	6705
164668	1046
164684	3403
1647	1496
1649	1151
165	4081
1650	2126
165055	3285
165082	4012
165140	1781
165186	12691
165215	5826
1653	2817
165324	6066
1654	5399
165530	2475
1656	6152
165631	4439
165679	3103
1657	11236
1659	6215
165918	5347
166	3274
1660	4240
166012	1789
1662	6707
1663	4182
166378	8137
166379	3431
1665	3028
1666	1766
166647	4566
166785	7068
166793	2889
1668	498
166815	3217
166824	5994
1669	617
166929	6149
166968	5240
167153	3523
167227	8947
167465	3830
167555	2185
1676	6032
167681	2440
167691	4719
1677	3152
1678	1664
167838	4753
168374	3210
168451	3306
168455	4232
168507	9092
168537	1256
168544	2553
1687	4182
168850	4358
1690	2688
169200	4997
169270	2863
169693	1245
169714	4530
169792	6667
169834	2051
169841	2716
169981	4438
170082	2988
170371	2070
170384	2408
170394	2651
170463	1768
170482	1314
170487	2028
170506	6733
170575	4420
170591	1468
170622	1793
170691	6207
170959	13894
170960	4492
170961	4026
171017	3266
171023	7039
171024	9920
171220	1105
171389	2936
171391	765
171392	4227
171425	6771
171546	2777
171558	1125
171568	4416
171586	2080
1716	1144
1717	2666
1718	4250
1719	3917
172	3327
1723	4824
1725	1363
1727	3938
1728	2912
1729	5795
1730	9333
1731	2738
1736	3079
1737	4458
1738	3755
1739	5034
1740	7890
1741	6112
1742	3975
1743	2838
175	2107
1756	13993
1757	3344
1759	4734
1760	3357
1762	3305
1763	4208
1768	12795
1769	14360
1773	8552
1774	3008
1775	2194
1776	2099
1777	1955
1778	14333
178	7446
1780	2950
1781	2604
1783	4515
1785	5651
1786	5408
1787	8230
1788	9501
1789	4336
1793	6797
1794	6097
1795	8755
1796	2555
1798	3274
18	5586
1801	2607
1802	2472
1803	3904
1806	4448
1808	4805
1810	10148
1819	5342
182	6048
1820	5941
1822	4351
1823	4271
1824	12325
1827	2816
1831	2266
1832	9796
1836	8080
1838	2474
1839	2386
1840	3455
1841	1232
1843	2019
1844	1688
1845	4110
1846	5537
1847	2557
1848	4400
1849	3340
1854	2147
1855	3239
1856	3018
1857	5254
1859	8654
1861	2076
1869	2503
1871	4749
1874	2615
1875	5042
1876	3450
1877	5931
1879	5250
1880	1700
1889	5099
1890	2049
1892	1617
1894	4406
1896	5278
19	10494
1901	2909
1902	3637
1903	8505
191	2366
1911	5033
1912	3870
1915	4441
192111	2834
192286	668
192669	19687
192670	7116
1936	3718
193629	989
1937	2496
1938	3164
1939	5224
1942	1926
1945	1263
1947	3314
1948	4461
1950	4880
1951	11956
1952	10534
1953	5455
1954	11034
1955	6298
195827	2863
195828	3646
196	6276
196074	4304
1962	3850
196264	3968
196294	1067
196383	6141
196394	2110
1964	4427
196403	3199
196441	7597
196463	4800
196475	2598
196483	2390
1965	4485
196513	2231
196527	5975
196528	8642
1967	2477
196743	1858
196792	745
1968	2858
196872	2518
196883	5276
196951	2204
197131	7761
197135	2100
197187	2096
197257	2067
197258	4439
197259	3882
197320	11031
197322	7020
197335	5589
197342	5613
197358	6602
197370	1853
1974	5327
197407	3339
1975	4148
1977	11523
1978	1020
1979	7257
1981	5667
1982	6769
1983	5945
1984	1511
199	1180
1990	952
1992	2619
199221	3493
199223	4209
1994	6015
199675	1730
199692	2840
1997	3566
199704	8618
199731	2178
199745	1825
199746	2582
199777	5963
199786	5115
1998	4012
199800	1718
199857	9367
199870	3567
199953	3851
199990	4478
20	8154
2000	4178
200010	3769
200014	5642
200030	5494
200035	1473
200081	5012
200185	3264
200186	2644
2002	2695
200205	9815
200298	2160
200312	8141
200315	1478
200316	2694
200373	3294
2004	4205
200424	11388
2005	10239
200539	2597
200558	3906
200576	9901
200634	956
200728	2460
200734	4097
200765	2625
200772	2274
200845	2425
200879	4026
200894	3906
200895	4038
200916	2190
200933	5899
200942	1959
2010	1379
2011	4728
201134	3517
201158	2989
201161	1770
201163	3687
201164	2560
201176	4754
201181	3746
201191	4425
2012	5921
201229	2824
201232	1748
201254	894
201255	2701
201266	2752
201283	3425
201292	3439
201294	4393
201305	2133
2014	876
201456	3187
201475	2137
2015	3128
201514	2709
201562	4257
201595	4248
201625	12146
201626	8773
201627	4655
201633	3710
2017	3272
201725	3521
201798	2472
201799	10698
201853	4672
201895	6483
201931	10012
201965	2641
201973	2289
202	9909
202018	4591
202051	909
202052	5103
2021	1172
2022	3201
202243	4198
2023	2266
202309	3016
202559	2332
2026	2827
2027	1521
202781	2256
2029	2818
203	2266
2030	2485
203054	2027
203062	2110
203068	2904
203069	1773
203197	4578
203228	4808
203238	6512
203245	3399
203259	3644
203260	1324
203286	7164
2033	9587
203328	1195
2034	5166
203427	2783
2035	5956
203522	6710
203523	3773
203547	4736
2037	4457
2038	4553
203859	6661
2039	2772
204	3606
2040	3010
2041	3363
204219	3894
2043	6346
2047	4672
2048	11039
204851	8157
204962	4406
205	6998
2050	5058
2051	4409
2053	3140
205327	3728
2054	3331
205428	4346
205564	6308
2057	2411
205717	13708
2058	5014
2059	4061
2060	5225
2063	2404
206358	5781
2064	4930
206412	2110
2067	3828
2068	4153
2069	4619
207	8396
2071	4018
2072	6761
2073	5082
2074	11026
2077	2698
2078	5034
2079	1124
208	5300
2081	7876
2086	2719
2098	2410
2099	6466
21	6609
210	3247
2100	5458
2101	2283
2107	3874
2108	2287
2109	3551
211	2430
2110	3282
2113	5139
2114	3936
2117	5254
212	2027
2120	5989
2121	6431
2123	1860
2124	1999
2125	6614
2130	7285
2131	8270
2132	3634
2135	3985
2137	8257
214	4701
2140	6085
2145	4623
2146	3641
2149	3821
215	3664
2150	2914
2153	9179
2157	9059
216	2107
2161	2051
2162	3999
2166	2094
217	9569
2171	986
2175	5460
2176	4592
2177	5219
2178	2555
2180	4103
2181	5679
2182	5333
2184	3427
2185	4719
2186	11292
2187	3008
2188	4269
2189	2631
219	3066
219285	7134
2193	2057
219333	4511
2194	8565
219402	1104
2195	14786
219539	4000
219541	1515
219654	4933
219670	3382
219681	3258
2197	1484
219736	3377
219738	1065
219743	3644
219749	4139
219771	4768
219790	6641
219833	3624
219844	2061
219854	4547
219855	4654
219899	5142
2199	4318
219927	2283
219931	4622
219970	1640
219972	4442
219988	4072
22	2408
2200	11756
220001	3640
220002	4094
220004	1535
220042	3533
220064	3776
220074	3604
2201	11132
220107	2291
220136	1851
220164	8890
220213	2933
2203	1487
220323	2525
220359	2012
2204	2476
220416	2327
220441	9501
2205	1165
2206	3512
2207	591
220729	1552
2208	1910
2209	2180
220929	3344
220972	5638
220988	5688
220992	2054
221	5884
2210	1584
221002	4104
221035	5205
221037	8666
221061	3952
221078	2201
221079	7196
221092	5106
221120	1557
221143	1042
221150	2919
221154	1920
221178	8603
221184	3446
221188	4768
221264	6326
221294	6923
2213	4680
221302	2195
221322	5323
2214	2310
221421	2586
221442	4569
221443	3330
221468	1546
221472	5771
221476	2190
221477	6861
221481	1254
221491	1487
221496	4870
2215	2385
221656	3811
221687	3706
221692	5332
2217	2681
221710	4688
221711	3130
221749	2190
221785	5722
221786	2480
2218	7456
221806	5936
221830	3942
221895	3125
2219	4369
221908	1031
221914	2532
221927	5360
221935	10397
221937	11181
221955	2897
221960	2885
221981	10663
222068	2322
222166	5937
222194	6422
2222	2660
222223	6841
222229	5491
222234	2217
222235	2744
222236	4988
222255	5417
222256	3813
222389	6524
2224	2017
222484	4627
222487	2728
222642	958
222643	3136
222658	5619
222696	3126
222698	1639
223	2696
2230	3206
223082	3460
2232	2482
2235	3853
2237	2296
224	3928
2241	12119
2242	2829
2247	6775
225	6238
2254	4220
2258	19519
226	2534
2260	6054
2262	2957
2263	4369
2268	2729
2271	1867
2272	3063
2273	2878
2274	4881
2275	1647
22794	4116
22796	7836
22797	6628
2280	1622
22800	2034
22803	3437
22806	9787
22807	9350
22808	4538
22809	2069
2281	1601
22818	1897
22820	3231
22821	4191
22822	8069
22823	4125
22826	1759
22827	2412
22828	5057
22832	5156
22834	5988
22835	6090
22836	5537
22837	9523
22838	4155
22839	5056
22841	6119
22845	2204
22846	5728
22847	7638
22848	11345
22849	7664
22850	5393
22852	6827
22853	8946
22856	4550
22858	6227
22859	7853
2286	1002
22861	5444
22862	6328
22863	4742
22864	4372
22866	5668
22868	4999
22869	5616
2287	1684
22870	3961
22872	4259
22875	4651
22876	5063
22877	8427
22878	6226
22879	6091
2288	3732
22880	5181
22881	5258
22882	4624
22883	5221
22884	4582
22885	4569
22887	5352
22888	4631
22889	4499
2289	7384
22890	4119
22891	4173
22893	4698
22894	10604
22897	5690
22898	5482
22900	5263
22901	4642
22902	4233
22903	5137
22904	4923
22905	4871
22906	5536
22907	4065
22908	4661
22909	4999
22911	4240
22913	6430
22914	2064
22915	5217
22916	4161
22918	6708
22919	2623
22920	4111
22921	1803
22924	1892
22926	7496
22927	3150
22928	2551
22929	3273
22930	4914
22931	4931
22934	1848
22936	6046
22937	4394
22938	2163
22944	6348
22948	3675
22950	2966
22954	3719
22955	3323
22974	3605
22976	5515
22978	3435
22980	2377
22981	4969
22982	7888
22984	6453
22985	4935
22986	5757
22990	12919
22992	6967
22993	5567
22994	3673
22995	5635
22996	6287
22997	5050
230	1982
23001	14247
23002	5806
23005	7232
23007	6413
23008	6437
23011	15546
23012	5068
23013	12232
23014	6040
23015	6233
23016	1647
23019	8471
2302	2641
23020	7165
23022	5809
23023	5992
23026	7436
23028	3059
23029	2054
23030	5703
23031	5896
23032	4502
23033	8210
23034	6833
23035	8467
23036	10610
23037	11704
23038	5149
23039	4861
23041	13275
23043	6970
23046	9897
23047	7497
23048	5410
23049	16115
2305	3487
23051	10030
23052	4687
23053	6075
23054	9311
23059	5126
2306	4675
23060	8746
23061	5173
23062	5973
23063	6333
23064	11100
23065	6664
23066	4573
23067	8185
23070	4033
23071	4854
23074	5168
23075	4882
23076	5090
23077	14736
23078	7147
2308	5735
23080	7937
23081	4655
23082	5330
23085	9241
23086	10187
23087	4229
23089	6618
2309	7341
23091	8018
23092	9200
23093	4683
23094	7987
23095	10669
23096	6011
23097	6246
23098	10309
23099	5965
231	1930
23101	7813
23102	6086
23105	5419
23107	4435
23108	6661
23111	4944
23112	18279
23113	8150
23116	6375
23118	4553
23119	6940
23122	7282
23125	4777
23126	6626
23127	5177
23129	7094
2313	5370
23130	6357
23131	8109
23132	9776
23133	6062
23135	6713
23136	6962
23137	5980
23138	6080
23139	5738
23140	11456
23141	10890
23142	4840
23143	4710
23144	3280
23145	16683
23149	3214
23150	5060
23151	4484
23152	8218
23154	3683
23155	4803
23157	4694
23158	5306
2316	8486
23160	3533
23161	6817
23162	5661
23163	5156
23164	10960
23165	6266
23166	7928
23167	5438
23168	5021
23169	6162
2317	9463
23170	3385
23171	4062
23172	2992
23173	2791
23174	7102
23175	5690
23176	4394
23177	5847
23178	5174
23179	5100
23180	2982
23181	7023
23184	4264
23185	8546
23186	5754
23189	7193
2319	2756
23190	4006
23191	6793
23192	3294
23193	3906
23195	18413
23196	5118
23197	4515
23198	7099
23199	7495
23200	7325
23201	7296
23203	3341
23204	2409
23205	6357
23207	4122
23208	5240
23209	3933
2321	7092
23210	5517
23211	6119
23212	1706
23214	4422
23215	10366
23216	5700
23218	8828
23219	5451
2322	3842
23220	5642
23221	5451
23223	4476
23224	21842
23225	7193
23228	4147
23229	5682
2323	1301
23230	15320
23231	4520
23232	5272
23233	5918
23234	3032
23235	9678
23236	7323
23239	6390
2324	5857
23240	5017
23241	6365
23243	6564
23244	7176
23245	4747
23246	2303
23247	6616
23248	7605
23250	8858
23251	6732
23252	6397
23253	11288
23254	6874
23255	6093
23256	2359
23258	5031
23259	4921
23261	8444
23262	15407
23263	6580
23264	5909
23265	4751
23268	6400
23269	14439
23270	4180
23271	7352
23272	7119
23274	6891
23275	4825
23276	4620
23277	5244
23279	5376
23283	4105
23285	4065
23286	7130
23287	4473
23288	6844
2329	2252
23291	4539
23293	5960
23294	6347
23295	6425
23299	6427
2330	2632
23300	5343
23301	5165
23303	8745
23304	7857
23305	6539
23306	5590
23307	8807
23309	5129
23310	5539
23312	10672
23313	8119
23314	6194
23315	6309
23317	7730
23318	5858
2332	4830
23321	6735
23322	8195
23324	7719
23325	5819
23326	5220
23327	8436
23328	7711
23329	7433
23331	11795
23332	8092
23333	5075
23334	12281
23335	14083
23336	7394
23338	6465
23339	4844
2334	13746
23341	6299
23344	4388
23345	27748
23347	8821
23348	11831
23350	7276
23351	6725
23352	15906
23353	4488
23354	4462
23355	5047
23357	5176
23358	10549
23360	3972
23361	6087
23362	11690
23365	9660
23367	6595
23368	4958
23369	6251
23370	5733
23373	6929
23376	4224
23378	6560
23379	7927
23380	6301
23381	4559
23382	5056
23383	4994
23384	6756
23385	3031
23386	8256
23387	6331
23389	14234
2339	7327
23390	5259
23392	7391
23394	6261
23395	4744
23396	5080
23397	2952
23398	2195
23399	1724
23400	3981
23401	2213
23403	3001
23404	2766
23405	10331
23406	5330
23408	4382
23409	1217
23410	2627
23411	4094
23412	2290
23414	4700
23416	3867
23417	13038
23418	9023
2342	2834
23421	1285
23423	16555
23424	3834
23426	5216
23429	7512
23431	6758
23433	2975
23435	5367
23438	2483
23443	14531
23446	10511
23450	9720
23451	6526
23456	3857
23457	6051
23460	8186
23461	8220
23462	2296
23463	4771
23464	1656
23466	6122
23467	5784
23468	11528
23469	8233
23471	3394
23473	4353
23474	1052
23475	2343
23476	7169
23478	3626
23479	3685
23480	1227
23481	2760
23483	1905
23484	3173
23492	4081
23495	1978
23498	1522
2350	1242
23500	6730
23503	9675
23505	7476
23506	6530
23507	7593
23508	5217
23509	5235
23510	3635
23511	5689
23512	4491
23514	3988
23515	4246
23516	4641
23517	4192
23518	4648
2352	992
23521	2312
23523	7480
23524	9353
23526	4273
23527	7160
23528	4891
23529	1844
2353	2158
23530	6483
23531	2735
23533	4495
23534	4514
23536	2768
23541	4382
23544	6534
23545	6542
23548	2612
23549	2425
2355	6708
23550	11234
23552	5503
23555	1698
23556	5501
23557	1205
23558	3718
23559	2047
2356	2279
23560	5075
23566	3345
23567	2774
23568	2130
23569	2267
2357	1965
2358	2621
23580	3272
23582	3660
23583	2607
23585	2683
23586	4353
23587	2209
23588	5514
23589	3026
2359	2620
23590	1626
23592	4764
23593	10014
23594	1833
23595	2512
23596	2620
23597	3117
23598	3781
23600	4153
23601	3511
23603	3921
23604	8086
23607	5412
23608	3467
23609	2848
23613	5542
23616	3123
23621	6326
23623	3403
23625	1409
23633	7378
23635	8780
23636	3590
23637|2844	4997
23639	1878
23640	1768
23643	607
23644	5267
23645	2378
23646	2180
23647	3846
23648	3168
23649	3744
23654	6383
23657	9645
23658	2258
23659	3121
23660	5626
23670	6523
23673	3079
23677	5231
23682	1465
23683	6111
23705	8588
23708	2802
23710	3214
23729	3838
23731	7980
23741	2298
23753	865
23759	4929
23760	2963
23761	2669
23762	4340
23764	3284
23765	8608
23770	1849
23774	4997
23780	2685
23786	5062
23787	2057
23788	2587
239	2358
2395	2608
240	2506
241	1224
24137	4348
24138	4015
24139	2791
24140	1986
24141	2039
24142	1820
24144	3586
24145	2769
24146	2131
24148	3044
24149	8006
245812	1502
246	2784
246119	1628
246126	7299
246175	8843
246184	872
246243	2120
246269	5208
246312	717
246329	1656
246330	2783
246721	2065
246778	1044
247	2944
2475	8725
249	2589
2491	3262
2495	1229
25	5766
2512	878
2517	2047
2519	2356
2521	5119
2526	6059
252839	2892
252884	2788
2529	2584
252969	2671
252983	15590
2530	5166
253012	2148
253018	1720
2531	5447
253143	10826
2532	1902
253260	9543
2533	4750
2534	3628
253430	6133
253461	7683
2535	2112
253512	6041
253558	5060
253559	9488
253635	3906
253639	3291
253650	4041
2537	841
253714	8643
253725	4669
253769	3511
253782	7217
253827	4417
253832	5338
2539	2631
253943	5193
253959	8512
253980	2528
254013	6128
254042	3419
254048	14444
254065	11381
254102	5185
254128	1411
254170	3853
254225	7823
254228	9784
254251	10430
254359	4721
254394	7592
254427	3333
254428	4997
254531	2262
254552	1465
254559	4778
2547	2709
2548	3775
254827	9865
254887	5280
2549	7981
2550	4527
255043	2034
2551	5120
255104	2974
255231	2871
255252	7351
255374	1502
255394	3198
255403	3495
255488	5036
255512	939
255520	4409
255631	6825
255758	800
255783	1255
255809	1223
255812	2491
255919	2965
255967	4940
256006	6207
256021	2205
256051	5505
256227	1515
256236	1343
256281	1042
256302	4931
256329	2091
256356	9837
256364	3665
256380	4297
256435	6861
256471	4510
256586	1759
256643	6528
256714	3930
256949	2787
256987	6479
2570	1691
257019	5297
257044	3333
257068	7710
2571	3988
257101	1712
257106	4857
257144	3336
257160	2846
257169	2130
257194	12811
257218	11660
257236	2091
257240	3641
257364	8008
257396	3137
257397	7987
257415	2434
25766	3605
25771	3934
25776	1269
25777	4055
25778	7874
25780	4807
25782	7257
25786	2214
25788	3068
25790	1976
25792	3462
25793	6884
25794	1665
25796	1601
25797	1739
25798	3071
25799	5653
2580	4442
25800	3543
25801	1992
258010	4541
25802	3970
25804	1908
25805	1884
25807	1794
25809	1683
2581	3883
25813	3248
25814	3329
25816	8681
25819	1952
2582	2073
25821	10857
25822	5228
25824	893
25825	8764
25828	1736
25829	4792
25831	9134
25836	10435
25839	3488
2584	1866
25840	4076
25841	4902
25842	2362
25843	3986
25844	1674
25845	1876
25847	1840
25849	5011
2585	5299
25850	3527
25851	6564
25852	4790
25853	3667
25855	1817
25861	3566
25862	9034
25864	1113
25865	3321
25870	2052
25871	4992
25873	907
25874	2177
25875	2948
25879	5300
2588	5682
25880	1448
25885	12749
25886	1999
25888	4828
2589	3847
25893	3225
25894	6949
25895	2762
25896	4447
25897	4330
25898	4686
2590	4454
25900	3101
25901	1505
25902	3604
25903	3160
25904	2815
25906	1481
25907	1813
25909	8751
2591	3868
25911	858
25912	1708
25913	4080
25914	7326
25915	2012
25917	3961
259173	6593
2592	2566
25920	2698
25921	4666
25923	7135
259230	3744
259236	1824
25925	4871
25926	2947
259266	10887
259282	10565
25929	5397
259293	1687
2593	1327
25930	5244
259307	2407
25932	4346
25934	1633
25936	2317
25938	7840
25939	4784
25940	3546
25941	4030
25942	6737
25943	6869
25945	3664
25946	2494
25948	3745
25949	1962
2595	7781
25950	1294
25953	3021
25956	5087
25957	5112
25959	5162
25960	6270
25961	2258
25962	6528
25963	3109
25966	6345
2597	1875
25970	6043
25972	2172
25973	2347
25974	5296
25976	4181
25977	3129
25978	2557
25979	2175
25980	2689
25981	13300
25983	2763
25988	3486
25989	2951
25992	8174
25994	1373
25996	1161
25998	6054
26	3135
26000	4614
26001	1915
26002	3059
26003	3173
26005	7960
26007	4696
26009	4737
26010	6156
26012	3646
26013	4322
26015	5897
26017	1455
26018	5283
26019	5569
26020	6886
26027	6369
260294|155400	1789
26030	10351
26031	6760
26034	6689
26035	5037
26036	9478
26037	7831
26039	4493
26040	9899
260425	6508
260429	1755
26043	10568
26046	7756
26048	5880
26049	5990
26051	6251
26052	7625
26053	6173
26054	6501
26056	6120
26057	10784
26058	7878
26059	6138
26060	6058
26061	2266
26065	3605
26071	1244
26073	2121
26086	3633
26088	3205
26090	2117
26091	6391
26092	8704
26093	2093
26094	2896
26095	3125
26097	2553
26098	4387
26099	3636
26100	4476
26108	8488
26112	3451
26115	11721
26118	5139
26119	4670
26122	3649
26123	2739
26127	2945
26128	2707
26130	8923
26133	3226
26135	6676
26136	2782
26137	27125
26140	5282
26145	2564
26146	4279
26147	4241
26149	4160
26151	1993
26152	3613
26153	6714
26155	4201
26156	5483
26157	1449
26160	5565
26164	2929
26168	2611
2617	2750
261726	3032
26173	6959
261734	5548
2618	3571
2619	2827
26190	9138
26191	3654
262	4745
2620	2286
26205	4559
26206	2481
26207	6359
2621	2646
26212	942
2622	3856
26224	3503
26225	5326
26226	2239
26227	3180
26228	1511
26229	2056
2623	1497
26230	6981
26231	1707
26232	1560
26233	3108
26234	3385
26235	8035
2624	3475
26240	1932
26249	6981
2625	3078
26251	1538
26253	2159
26258	4042
26259	4648
26260	10386
26261	2276
26262	4445
26263	10725
26267	4575
26268	4559
26269	2577
26270	1520
26271	2610
26272	1731
26273	7410
26275	3383
26276	2785
26277	2168
26278	15324
2628	3911
26284	1925
26286	2857
26289	3929
26297	1566
2630	2922
26301	2948
2631	4255
2632	3461
2633	3035
2634	3687
2635	3678
26354	2118
26355	3052
2639	1956
2643	2943
2644	785
26469	3669
2647	1229
26472	982
2648	3109
2649	7031
26499	1549
2650	5972
26502	3949
26503	3455
26504	4800
26505	3447
26509	6719
2651	4525
26511	1194
26512	15428
26515	2840
26517	1973
26519	680
26520	1336
26521	1155
26523	13708
26524	5511
26528	3943
2653	1552
26548	1439
26578	1319
26579	2468
26580	1984
26586	3629
26589	5561
26608	3161
2661	2640
26610	1961
2664	4069
2665	2499
266727	10736
266747	3779
266812	2321
267	3600
267002	2879
267010	150
2671	2345
2672	2855
2673	8703
26747	3492
2675	4921
26750	5490
26751	3540
26762	1845
2677	7569
26771	72
26773	72
26775	132
26777	134
26778	135
2678	2632
26780	133
26781	137
26784	134
26791	65
26800	71
26804	72
26805	84
2681	3478
26811	80
26812	66
26816	86
26817	71
26818	85
26819	84
26821	198
26822	91
26827	107
26828	117
26829	120
2683	4201
26831	116
26832	116
26834	141
26835	141
2686	2642
26864	164
2687	4020
26870	164
26873	4031
26953	4576
26958	3134
26959	2829
2696	3289
26960	11119
26973	5361
26974	6012
26984	4228
26985	5124
26986	3485
26993	2749
26994	3084
26995	5719
26996	2039
26999	6370
27	12144
2700	5211
27000	3033
27004	4232
27005	2514
27010	4429
27013	2073
27018	921
27020	2817
27030	7896
27031	5197
27032	5067
27033	2068
27034	3315
27036	1754
27037	2964
27040	2443
27042	8446
27043	5272
27044	3476
27065	4172
27067	4061
27068	1684
27069	2128
27071	2955
27072	5903
27074	3375
27075	2093
27077	1353
27079	2358
27085	3375
27086	7140
27087	6160
27089	874
27090	1691
27094	7246
27095	2428
27097	4062
271	3899
2710	4573
27101	2835
27102	4469
27106	3748
27107	6020
27109	10212
27113	1838
27115	5390
27122	2650
27125	9552
27127	4201
27128	3667
27130	3709
27131	3931
27132	2657
27134	3350
27136	3764
27141	2409
27143	4555
27148	4933
27151	5992
27152	13233
27153	3233
27154	6052
27156	1291
27158	2497
27161	14581
27163	1900
27165	2694
27166	1261
2717	1418
27173	2723
27175	1776
27180	1960
27181	2949
27183	4100
27185	7059
27197	3349
272	3994
2720	2616
27202	6746
27229	6798
27230	3934
27235	1641
27236	3424
27238	1742
27239	2768
27240	1317
27241	4027
27242	3595
27243	1178
27244	3509
27245	6438
27246	9117
27247	1467
27248	2433
27249	1726
27250	3697
27252	3421
27257	1568
27258	3815
27284	7115
27287	2911
2729	3813
27291	3379
27292	2859
27293	1913
27297	3139
27299	2348
2730	4857
27300	4109
27301	3245
27303	8540
27304	5106
27309	1899
2731	3809
27314	9929
27315	2062
27316	4887
27327	8438
2733	3342
27332	6821
27333	4373
27334	1714
27336	3019
27338	2548
27339	2157
2734	8261
27340	9025
27341	3801
27342	4319
27343	2914
27344	1050
27345	4731
27346	2568
27347	3820
27348	2769
27349	2056
27350	2818
27351	3833
27352	4218
2738	2333
2739	2012
274	5141
27429	2370
27430	3409
27433	3496
27434	3218
27436	5549
27439	4954
2744	4834
27440	3614
27443	9645
2745	3407
2746	3039
2747	2493
275	4544
2752	6132
2760	3896
2762	1752
2764	6721
2766	1515
2767	4147
2768	4378
2769	2133
2770	3347
2771	3886
2774	6535
2775	5574
2776	6539
2778	4029
2781	3333
2782	3145
2783	1878
2787	920
2788	4208
2790	1491
2791	3055
2793	918
2796	1760
2799	5122
280	4716
2800	4811
2801	4260
2802	9252
2803	7772
2804	11198
2805	1947
2806	2462
280636	1454
2811	2501
2814	3534
2815	894
2820	6041
2821	4000
2822	3489
28227	5803
2823	2854
28231	3092
28232	5115
2826	1942
282809	5840
282969	867
282974	2086
282991	2634
283	1222
283089	2500
283104	2709
283106	1416
283130	7118
283131	22743
283140	2749
283149	10005
283152	1701
283174	5164
283194	2810
283209	8515
283212	2497
283219	3585
283229	2440
283232	2047
283234	5235
283237	1833
283254	1967
283284	4284
2833	1861
283314	5272
283316	4615
283337	8578
283349	3492
283358	5068
283373	8688
283377	10779
283383	7085
283385	3803
283417	4060
283420	1734
283431	3948
283450	15759
283459	4244
283464	7497
283481	1074
283487	6265
283489	3795
283507	1051
283537	3173
283547	4496
283551	4279
283578	7784
283624	5425
283635	3395
283643	4437
